,Address,Brand,Price,Self,Store,Si
0,경기 고양시 덕양구 서오릉로 712 (원흥동),현대오일뱅크,1457,Y,(주)원흥 원흥동지점,고양시
1,경기 고양시 덕양구 서오릉로 832 (성사동),SK에너지,1457,Y,덕양제1주유소,고양시
2,경기 고양시 덕양구 보광로 126 (벽제동),알뜰주유소,1467,Y,개나리주유소,고양시
3,경기 고양시 덕양구 충장로 407,알뜰주유소,1475,Y,(주)어울림주유소,고양시
4,경기 고양시 덕양구 북한산로 539 (효자동),현대오일뱅크,1475,Y,북한산주유소,고양시
5,경기 고양시 덕양구 호국로 1259,알뜰주유소,1477,Y,너멍골알뜰주유소,고양시
6,경기 고양시 덕양구 통일로 1228,현대오일뱅크,1482,Y,(주)내유셀프주유소,고양시
7,경기 고양시 덕양구 통일로 1020 (관산동),현대오일뱅크,1484,Y,통일로주유소,고양시
8,경기 고양시 덕양구 충장로 142 (행신동),알뜰주유소,1485,Y,덕양주유소,고양시
9,경기 고양시 덕양구 통일로 1180 (내유동),GS칼텍스,1485,Y,동원2주유소,고양시
10,경기 고양시 덕양구 원당로 433 (원당동),SK에너지,1485,N,SK부광주유소 원당점,고양시
11,경기 고양시 덕양구 통일로 862 (관산동),알뜰주유소,1485,Y,(주)통일로 일품주유소,고양시
12,경기 고양시 일산동구 무궁화로 250 (풍동),SK에너지,1487,Y,덕양제7주유소,고양시
13,경기 고양시 덕양구 호국로 1941 (벽제동),SK에너지,1487,Y,KH에너지(주) 가나주유소,고양시
14,경기 고양시 일산동구 중산로 55 (중산동),SK에너지,1487,Y,풍산셀프주유소,고양시
15,경기 고양시 일산동구 고봉로 470 (성석동),SK에너지,1487,N,신우에너지(주),고양시
16,경기 고양시 일산서구 덕이로 36 (덕이동),SK에너지,1487,Y,신덕이로주유소,고양시
17,경기 고양시 덕양구 고양대로 1464 (성사동),현대오일뱅크,1487,Y,오토파워주유소,고양시
18,경기 고양시 일산동구 고양대로 831,현대오일뱅크,1487,Y,안곡주유소,고양시
19,경기 고양시 덕양구 호국로 992,GS칼텍스,1487,Y,그린주유소,고양시
20,경기 고양시 일산동구 무궁화로 299 (풍동),현대오일뱅크,1487,Y,(주)원흥 풍동지점,고양시
21,경기 고양시 일산동구 고양대로 1064 (식사동),SK에너지,1487,Y,KH에너지(주)KH기쁨주유소,고양시
22,경기 고양시 일산동구 고봉로 464 (성석동),SK에너지,1487,Y,고봉산주유소,고양시
23,경기 고양시 일산동구 무궁화로 304 (풍동),현대오일뱅크,1487,Y,(주)진성에너지 무궁화셀프주유소,고양시
24,경기 고양시 덕양구 호국로 1789,현대오일뱅크,1487,Y,(주)원흥 고양동지점,고양시
25,경기 고양시 덕양구 호국로 1113,현대오일뱅크,1487,Y,(주)원흥 원당동지점,고양시
26,경기 고양시 일산동구  무궁화로 307 (풍동),SK에너지,1487,N,KH에너지(주)직영 애니골주유소,고양시
27,경기 고양시 덕양구 호국로 1628 (벽제동),SK에너지,1487,Y,명성주유소,고양시
28,경기 고양시 일산서구 덕이로 94 (덕이동),S-OIL,1490,Y,덕이셀프주유소,고양시
29,경기 고양시 덕양구 수원문산고속도로 52,GS칼텍스,1490,Y,고양(문산방향)휴게소주유소,고양시
30,경기 고양시 일산서구 덕이로 78-3,현대오일뱅크,1492,Y,(주)명주로데오주유소,고양시
31,경기 고양시 일산동구 성현로 177,S-OIL,1494,Y,신우주유소,고양시
32,경기 고양시 일산동구 성현로 58 (성석동),현대오일뱅크,1494,Y,성석셀프주유소,고양시
33,경기 고양시 일산서구 탄중로 251 (탄현동),SK에너지,1494,N,에스케이 탄현주유소,고양시
34,경기 고양시 일산동구 고봉로 473 (성석동),SK에너지,1494,N,삼미상사(주)일산제일주유소,고양시
35,경기 고양시 일산서구 대화로37번길 58,현대오일뱅크,1494,Y,대화주유소,고양시
36,경기 고양시 일산서구 법곳길 84 (법곳동),현대오일뱅크,1494,N,한울(주) 서일산주유소,고양시
37,경기 고양시 덕양구  행주로 59 (행주내동),현대오일뱅크,1495,Y,산성주유소,고양시
38,경기 고양시 덕양구 벽제동 보광로 198,S-OIL,1495,N,우암주유소,고양시
39,경기 고양시 일산서구 고양대로 120 (법곳동),SK에너지,1495,Y,덕양제5주유소,고양시
40,경기 고양시 일산서구 경의로 910,GS칼텍스,1495,N,(주)휴세코 희망주유소/충전소,고양시
41,경기 고양시 일산동구 고봉로 788 (설문동),SK에너지,1495,Y,비전에너지(주)코리아주유소,고양시
42,경기 고양시 일산서구 경의로 940,SK에너지,1495,Y,덕양제2주유소,고양시
43,경기 고양시 덕양구 행주로 57-28,알뜰주유소,1495,N,한강주유소,고양시
44,경기도 고양시 일산서구  고양대로 114 (법곳동),S-OIL,1495,N,이산포주유소,고양시
45,경기 고양시 덕양구 일영로 127 (지축동),GS칼텍스,1495,Y,효자로주유소,고양시
46,경기 고양시 일산동구 고봉로 799,현대오일뱅크,1495,Y,설문IC셀프주유소,고양시
47,경기 고양시 일산서구 일청로 143 (탄현동),S-OIL,1495,Y,씨앤에스유통(주)탄현주유소,고양시
48,경기도 고양시 덕양구  중앙로 110 (화전동),GS칼텍스,1497,Y,(주)삼표에너지 동해주유소,고양시
49,경기 고양시 덕양구 호국로 932,S-OIL,1497,Y,목장주유소,고양시
50,경기 고양시 일산동구 경의로 468 (정발산동),현대오일뱅크,1497,Y,정발산주유소,고양시
51,경기 고양시 덕양구  원당로 260,현대오일뱅크,1497,Y,원당주유소,고양시
52,경기도 고양시 덕양구  통일로 499,SK에너지,1497,Y,대신석유(주)대자주유소,고양시
53,경기 고양시 덕양구 중앙로 107,현대오일뱅크,1497,Y,명품주유소,고양시
54,경기 고양시 일산서구 탄중로 263,GS칼텍스,1497,Y,탄현기린주유소,고양시
55,경기 고양시 덕양구 제2자유로 154 (현천동),GS칼텍스,1497,Y,제2자유로주유소,고양시
56,경기 고양시 덕양구 중앙로 316 (도내동),SK에너지,1497,Y,정상에너지(주)강매self주유소,고양시
57,경기 고양시 덕양구  중앙로 171 (화전동),GS칼텍스,1497,N,항공대주유소,고양시
58,경기 고양시 일산동구 성현로 487,알뜰주유소,1497,Y,우리주유소,고양시
59,경기 고양시 덕양구 화랑로 124 (화전동),현대오일뱅크,1497,N,(주)헨지스에너지직영 세이버주유소,고양시
60,경기 고양시 덕양구 중앙로 113 (화전동),SK에너지,1497,Y,중앙로주유소,고양시
61,경기 고양시 덕양구 동헌로 187 (대자동),SK에너지,1497,Y,덕양제3주유소,고양시
62,경기 고양시 덕양구 혜음로 181,SK에너지,1497,Y,벽제self주유소,고양시
63,경기 고양시 일산서구 고양대로 717 (일산동),SK에너지,1498,Y,동원주유소,고양시
64,경기 고양시 덕양구 원당로 367 (원당동),S-OIL,1499,Y,삼릉주유소,고양시
65,경기 고양시 덕양구 호국로 1668-16 (벽제동),현대오일뱅크,1499,N,상우주유소,고양시
66,경기 고양시 일산동구  고봉로 847 (설문동),S-OIL,1499,Y,예스주유소,고양시
67,경기 고양시 일산동구 백마로 590,현대오일뱅크,1499,N,주식회사 온유유업,고양시
68,경기 고양시 일산동구 성현로 533 (사리현동),현대오일뱅크,1499,N,원흥제2주유소,고양시
69,경기 고양시 덕양구 통일로 1015,GS칼텍스,1501,Y,지에스칼텍스㈜ 한솔주유소,고양시
70,경기 고양시 덕양구 권율대로 593 (원흥동),S-OIL,1505,Y,씨앤에스유통㈜ 한양주유소,고양시
71,경기 고양시 일산동구 고양대로 1137 (식사동),S-OIL,1505,Y,식사주유소,고양시
72,경기 고양시 일산서구 경의로 945,GS칼텍스,1505,N,지에스칼텍스㈜ 신도시주유소,고양시
73,경기 고양시 일산서구 덕이로 174 (덕이동),GS칼텍스,1505,N,(주)한미석유 덕이동주유소,고양시
74,경기 고양시 일산동구 고봉로 282,GS칼텍스,1505,Y,지에스칼텍스㈜ 일산그린주유소,고양시
75,경기 고양시 일산서구 덕이로292번길 13(덕이동),현대오일뱅크,1506,Y,(주)주연덕이 셀프주유소,고양시
76,경기 고양시 덕양구 고양대로 1960 (동산동),S-OIL,1507,N,삼송뉴시티주유소,고양시
77,경기 고양시 덕양구 고양대로 1926,SK에너지,1507,Y,(주)블루웰오일 동산주유소,고양시
79,경기 고양시 일산동구 고양대로 952,GS칼텍스,1507,Y,경일석유(주)신우주유소,고양시
80,경기 고양시 일산서구  덕이로 299 (덕이동),SK에너지,1507,Y,(주)블루에너지,고양시
81,경기 고양시 일산동구 장항로 277 (장항동),S-OIL,1509,Y,장항주유소,고양시
82,경기 고양시 일산동구 백마로 108 (장항동),SK에너지,1509,Y,호수공원주유소,고양시
83,경기 고양시 덕양구 중앙로 209 (화전동),S-OIL,1512,N,처음주유소,고양시
84,경기 고양시 덕양구 호수로 104 (토당동),S-OIL,1515,Y,유정주유소,고양시
85,경기 고양시 일산서구  대화로 362 (대화동),NH-OIL,1515,Y,농협하나로유통,고양시
86,경기 고양시 덕양구 중앙로 637,GS칼텍스,1515,Y,지에스칼텍스㈜ 토당주유소,고양시
87,경기 고양시 덕양구 신원1로 93,GS칼텍스,1515,Y,㈜삼표에너지 삼송주유소,고양시
88,경기도 고양시 일산동구  호수로 453 (백석동),현대오일뱅크,1515,Y,(주)신세계주유소,고양시
89,경기 고양시 덕양구 호수로 237,SK에너지,1515,Y,SK섬마을주유소,고양시
90,경기 고양시 일산동구 성현로 7 (성석동),GS칼텍스,1515,Y,(주)일광에너비스 오미산점,고양시
91,경기 고양시 덕양구 토당로 104 (토당동),SK에너지,1515,N,(주)원일유통 능곡주유소,고양시
92, 경기도 고양시 덕양구 호국로 430,SK에너지,1515,N,SK화정주유소,고양시
93,경기 고양시 일산동구 백마로 36 (장항동),S-OIL,1516,Y,신화상사(주)구도일주유소신화일산,고양시
94,경기 고양시 일산동구 백마로 32,GS칼텍스,1516,Y,경일석유(주)신신주유소,고양시
95,경기 고양시 일산동구 백마로 54 (장항1동),GS칼텍스,1516,Y,카닥일산주유소,고양시
96,경기 고양시 덕양구 자유로 94,GS칼텍스,1517,Y,제1자유로주유소,고양시
97,경기 고양시 덕양구 자유로 487 (행주외동),SK에너지,1517,Y,자유제일주유소,고양시
98,경기 고양시 일산동구 성현로 469 (사리현동),SK에너지,1518,N,(주)동일석유 신동일산주유소,고양시
99,경기 고양시 덕양구 지도로 8,GS칼텍스,1519,Y,지에스칼텍스㈜ 능곡주유소,고양시
100,경기 고양시 덕양구 수원문산고속도로 51 (성사동),GS칼텍스,1519,Y,고양(서울방향)휴게소/주유소,고양시
101,경기 고양시 일산서구 송산로 176,GS칼텍스,1523,Y,송산주유소,고양시
102,경기 고양시 일산서구 송산로 494 (덕이동),S-OIL,1524,N,구도일주유소 송포,고양시
103,경기 고양시 덕양구 은빛로 59,GS칼텍스,1525,Y,대성석유(주)스타주유소,고양시
104,경기 고양시 덕양구 통일로 1273 (내유동),S-OIL,1525,N,씨앤에스유통㈜ 내유동주유소,고양시
105,경기 고양시 일산서구 송산로 406 (가좌동),현대오일뱅크,1525,Y,가좌에너지(주),고양시
106,경기 고양시 덕양구 충장로 210,현대오일뱅크,1525,Y,㈜케이엘페트로 고양셀프주유소,고양시
107,경기 고양시 일산서구 동서대로 352,S-OIL,1527,Y,일산가좌주유소,고양시
108,경기 고양시 덕양구 통일로 1096,SK에너지,1527,N,하늘주유소,고양시
109,경기 고양시 덕양구 행주로 104 (행주내동),현대오일뱅크,1527,Y,(주)이에이치에너지,고양시
110,경기 고양시 일산동구 백마로 31 (장항동),현대오일뱅크,1529,N,현대오일뱅크(주) 하나주유소,고양시
111,경기 고양시 일산서구 송산로 591 (덕이동),현대오일뱅크,1530,Y,현대오일뱅크(주)직영 덕이주유소,고양시
112,경기 고양시 덕양구 호국로 624 (화정동),현대오일뱅크,1530,Y,현대오일뱅크㈜직영 화정2호셀프주유소,고양시
113,경기 고양시 일산동구 장항로 122-8 (백석동),SK에너지,1537,Y,싱글벙글주유소,고양시
114,경기 고양시 덕양구 흥도로 404 (성사동),현대오일뱅크,1537,N,삼호주유소,고양시
115,경기 고양시 일산동구 백마로 455 (풍동),SK에너지,1539,N,고일주유소,고양시
116,경기 고양시 덕양구 지도로 15 (토당동),현대오일뱅크,1539,N,현대오일뱅크㈜직영 능곡역주유소,고양시
117,경기 고양시 덕양구 화중로 38 (화정동),현대오일뱅크,1540,Y,현대오일뱅크㈜직영 화정셀프주유소,고양시
118,경기 고양시 일산서구 경의로 829 (덕이동),현대오일뱅크,1542,Y,현대오일뱅크㈜직영 탄현셀프주유소,고양시
119,경기 고양시 일산동구 고양대로 834 (중산동),SK에너지,1545,Y,SK에너지(주)직영 오일파워주유소,고양시
120,경기 고양시 일산동구 일산로 144 (백석동),현대오일뱅크,1545,Y,현대오일뱅크(주)직영 백석동셀프주유소,고양시
121,경기 고양시 덕양구 통일로 226 (삼송동),현대오일뱅크,1548,Y,삼송서진주유소,고양시
122,경기 고양시 덕양구 호국로 1693,S-OIL,1548,Y,S-OIL 구도일주유소,고양시
123,경기 고양시 일산서구 이산포길 266 (법곳동),SK에너지,1549,Y,자유로주유소,고양시
124,경기 고양시 일산동구 장항로 79 (백석동),현대오일뱅크,1549,N,백신주유소,고양시
125,경기 고양시 일산동구 고봉로 618 (성석동),S-OIL,1549,N,씨앤에스에너지(주)구도일주유소 성석,고양시
126,경기 고양시 덕양구 권율대로 450-1,SK에너지,1557,Y,서오능SELF주유소,고양시
127,경기 고양시 일산동구 중앙로 990 (백석동),SK에너지,1559,Y,SK에너지(주) 백마주유소,고양시
128,경기 고양시 일산동구 문봉길 66 (문봉동),현대오일뱅크,1559,N,문봉주유소,고양시
129,경기 고양시 일산서구 송산로 194,S-OIL,1565,N,터치주유소,고양시
130,경기도 고양시 덕양구  고양대로 1242 (주교동),GS칼텍스,1569,N,꽃마을주유소,고양시
131,경기 고양시 일산서구 구산로 120,SK에너지,1569,N,구산주유소,고양시
132,경기 고양시 일산서구 고양대로 535 (대화동),GS칼텍스,1585,N,sj오일(주) 일산주유소,고양시
133,경기 고양시 일산동구 성현로 78 (성석동),GS칼텍스,1595,Y,클린파크주유소,고양시
134,경기 고양시 덕양구 고양대로 1303 (주교동),현대오일뱅크,1595,N,삼원 주유소,고양시
135,경기 고양시 일산동구 견달산로 252 (식사동),SK에너지,1619,N,삼일주유소,고양시
136,경기 고양시 덕양구 중앙로 394(행신동),SK에너지,1647,N,행신주유소,고양시
137,경기 고양시 덕양구 자유로 38 (덕은동),GS칼텍스,1736,N,GS칼텍스 상암주유소,고양시
138,경기 고양시 일산동구 백마로 49 (장항동),GS칼텍스,1855,N,오렌지주유소,고양시
139,경기 고양시 일산동구 백마로 37 (장항동),SK에너지,1857,N,사우디제 7 주유소,고양시
140,경기 김포시 대곶면 대곶북로 347,알뜰주유소,1479,Y,화곡주유소,김포시
141,경기 김포시 통진읍 율마로 247,S-OIL,1495,Y,통진셀프주유소,김포시
142,경기 김포시 대곶면 율마로 220,현대오일뱅크,1495,N,부자주유소,김포시
143,경기 김포시 대곶면 약암로 505,S-OIL,1495,Y,유카스에너지,김포시
144,경기 김포시 고촌읍 벌말로 768-70,SK에너지,1497,Y,(주)유카스 에너지 올림픽점,김포시
145,경기도 김포시 금포로 1925,알뜰주유소,1498,Y,오일파크 하성주유소,김포시
146,경기 김포시 하성면 월하로 782,현대오일뱅크,1498,Y,(주)윈통상 하성제일셀프주요소,김포시
147,경기 김포시 하성면 하성로 301,자가상표,1499,N,원산주유소,김포시
148,경기 김포시 통진읍 월하로 524,GS칼텍스,1502,Y,골드스타주유소,김포시
149,경기 김포시 통진읍 김포대로 2397,현대오일뱅크,1503,Y,한울에너지(주)마송주유소,김포시
150,경기 김포시 월곶면 김포대로 2553,GS칼텍스,1505,N,수현주유소,김포시
151,경기 김포시 고촌읍 개화동로 46,알뜰주유소,1507,Y,실로암주유소,김포시
152,경기 김포시 하성면 월하로 600,현대오일뱅크,1512,N,동산주유소,김포시
153,경기 김포시 고촌읍 김포대로 55-12,SK에너지,1512,Y,미광셀프주유소,김포시
154,경기 김포시 하성면 하성로 383,SK에너지,1513,N,마곡주유소,김포시
155,경기 김포시 통진읍 김포대로 2466,GS칼텍스,1515,N,펜텍주유소,김포시
156,경기 김포시 대곶면 대곶북로 525,S-OIL,1515,Y,(주)인에너지,김포시
157,경기 김포시 대곶면 대곶로 14,GS칼텍스,1515,Y,대명탑주유소,김포시
158,경기 김포시 하성면 하성로 247,GS칼텍스,1515,Y,(주)청명주유소,김포시
159,경기 김포시 대곶면 율생로 99,NH-OIL,1515,Y,신김포농협대곶지점셀프주유소,김포시
160,경기 김포시 양촌읍 김포대로 1581,SK에너지,1516,Y,이마트24서비스 김포본점주유소,김포시
161,경기 김포시 대곶면 대명항로 530,SK에너지,1517,Y,SK동양에너지,김포시
162,경기 김포시 김포대로 1518 (운양동),S-OIL,1517,Y,김포하이웨이주유소,김포시
163,경기 김포시 양촌읍 김포대로 1749,GS칼텍스,1517,Y,지에스칼텍스(주)양촌주유소,김포시
164,경기 김포시 양촌면 양곡로 382,SK에너지,1517,Y,오일씨티셀프주유소,김포시
165,경기 김포시 양촌읍 양곡우회로 40,SK에너지,1517,Y,서울석유(주) 그린시티주유소,김포시
166,경기 김포시 금포로 1117-6 (걸포동),알뜰주유소,1517,Y,걸포주유소,김포시
167,경기도 김포시 양촌읍 양곡우회로 141,GS칼텍스,1517,Y,골드밸리주유소,김포시
168,경기 김포시 양촌면 김포대로 1634,GS칼텍스,1517,Y,서김포IC주유소,김포시
169,경기 김포시 통진읍 김포대로 2036,SK에너지,1517,N,신일주유소,김포시
170,경기 김포시 통진읍 김포대로 2002,GS칼텍스,1517,Y,그린페트로주유소,김포시
171,경기도 김포시 양촌읍 양곡4로 64,SK에너지,1517,Y,으뜸주유소,김포시
172,경기 김포시 월곶면 김포대로 2759 (월곶면),SK에너지,1518,Y,유명셀프주유소,김포시
173,경기 김포시 통진읍 김포대로 2429,S-OIL,1519,N,(주)한진 김포스마일주유소,김포시
174,경기 김포시 김포한강4로 393 (마산동),S-OIL,1521,Y,에쓰오일(주) 구도일주유소김포,김포시
175,경기 김포시 김포한강3로 400 (마산동),GS칼텍스,1525,Y,대성석유(주)김포한강신도시주유소,김포시
176,경기 김포시 통진읍 하성로 58,GS칼텍스,1525,N,대성석유(주)통진대성주유소,김포시
177,경기 김포시 김포대로 1115 (걸포동),SK에너지,1527,Y,수지Self주유소,김포시
178,경기 김포시 하성면 하성로 243,GS칼텍스,1527,N,(주)청명주유소 김포지점,김포시
179,경기 김포시 대곶면 대명항로 467,현대오일뱅크,1527,N,조은주유소,김포시
180,경기 김포시 양촌읍 봉수대로 1731,S-OIL,1527,Y,김포신도시주유소,김포시
181,경기 김포시 대곶면 대명항로 501,S-OIL,1527,N,대명주유소,김포시
182,경기 김포시 대곶면 대곶북로 429,GS칼텍스,1528,N,대성1주유소,김포시
183,경기 김포시 월곶면 김포대로 2937,S-OIL,1528,Y,김포대주유소,김포시
184,경기 김포시 양촌면 양곡로 357,GS칼텍스,1528,N,서울주유소,김포시
185,경기 김포시 김포대로 970 (북변동),현대오일뱅크,1529,Y,현대오일뱅크㈜직영 김포셀프주유소,김포시
186,경기 김포시 양촌면 석모로 27,GS칼텍스,1529,Y,무진에너지(주) 한강로셀프주유소,김포시
187,경기 김포시 월곶면 김포대로 2812,현대오일뱅크,1535,N,약수터주유소,김포시
188,경기 김포시 대곶면 대곶남로 533,GS칼텍스,1535,Y,만세2주유소,김포시
189,경기도 김포시 월곶면 군하로 196,현대오일뱅크,1535,N,현대재경(직)미소주유조,김포시
190,경기 김포시 월곶면 김포대로 3009,GS칼텍스,1537,N,이와이에너지,김포시
191,경기 김포시 통진읍 서암로 121,S-OIL,1538,N,신김포농협주유소,김포시
192,경기 김포시 대곶면 약암로 766,SK에너지,1538,N,삼보약암주유소,김포시
193,경기 김포시 하성면 하성로 495,S-OIL,1538,N,신김포농협주유소(하성지점),김포시
194,경기 김포시 월곶면 김포대로 3001,SK에너지,1538,N,동진주유소,김포시
195,경기 김포시 중봉로 37 (감정동),GS칼텍스,1539,Y,김포대성 주유소,김포시
196,경기 김포시 태장로 819(장기동),현대오일뱅크,1539,Y,현대오일뱅크㈜직영 김포나루셀프주유소,김포시
197,경기 김포시 양촌읍 황금3로 11,SK에너지,1542,Y,학운공단주유소,김포시
198,경기 김포시 대곶면 대곶남로 165,SK에너지,1546,N,신한주유소,김포시
199,경기 김포시 대곶면 대명항로 346,현대오일뱅크,1546,N,디더블유에너지,김포시
200,경기 김포시 양촌면 양곡4로 117,현대오일뱅크,1546,Y,제일주유소,김포시
201,경기 김포시 풍무로 164,S-OIL,1547,Y,풍산에너지(주),김포시
202,경기 김포시 대곶면 대곶북로 210,현대오일뱅크,1547,N,김포주유소,김포시
203,경기 김포시 대곶면 대곶북로 31,SK에너지,1548,N,에덴주유소,김포시
204,경기 김포시 대곶면 율생로 49,GS칼텍스,1548,N,굿모닝주유소,김포시
205,경기 김포시 대곶면 율생로 20,S-OIL,1548,N,대곶주유소,김포시
206,경기 김포시 하성면 하성로 264,SK에너지,1548,N,경기주유소,김포시
207,경기 김포시 월곶면 김포대로 2658,GS칼텍스,1548,N,달맞이주유소,김포시
208,경기 김포시 북변로 36,S-OIL,1549,N,김포농협주유소,김포시
209,경기 김포시 대곶면 대곶남로 560,SK에너지,1557,N,대능주유소,김포시
210,경기 김포시 김포대로 798 (사우동),GS칼텍스,1557,Y,토마토주유소,김포시
211,경기 김포시 풍무로 199 (풍무동),SK에너지,1559,Y,태평양주유소,김포시
212,경기 김포시 중봉1로 55,SK에너지,1559,Y,조은제1셀프주유소,김포시
213,경기 김포시 김포대로 581,SK에너지,1559,Y,㈜훼미리주유소,김포시
214,경기 김포시 대곶면 대곶남로 420,현대오일뱅크,1565,N,수남주유소,김포시
215,경기 김포시 고촌읍 김포대로 336,SK에너지,1567,Y,SK에너지㈜ 고촌주유소,김포시
216,경기 김포시 고촌읍 장곡로3번길 20,GS칼텍스,1567,N,(주)태리주유소,김포시
217,경기 김포시 대곶면 약암로 921,SK에너지,1568,N,약암주유소,김포시
218,경기 김포시 대곶면 대명항로 237,SK에너지,1569,N,율생주유소,김포시
219,경기 김포시 대곶면 대곶서로 151,SK에너지,1569,N,(주)나라에너지,김포시
220,경기 김포시 양촌면 양곡1로 17,현대오일뱅크,1577,N,양곡주유소,김포시
221,경기 김포시 통진읍 김포대로 1999,S-OIL,1587,N,세영주유소,김포시
222,경기 김포시 대곶면 대곶북로 424,SK에너지,1587,Y,초원주유소,김포시
223,경기 김포시 고촌읍 아라육로57번길 87-11,SK에너지,1587,N,이마트24서비스 고촌물류주유소,김포시
224,경기도 김포시 통진읍 김포대로1937,SK에너지,1598,N,한들주유소,김포시
225,경기 김포시 김포한강1로 312 (운양동),S-OIL,1599,Y,구도일주유소 한강신도시,김포시
226,경기 김포시 고촌읍 금포로 323,SK에너지,1638,N,신곡주유소,김포시
227,경기 김포시 김포대로 1467 (장기동),현대오일뱅크,1638,N,우선유통(주)김포신도시,김포시
228,경기 남양주시 진건읍 진건오남로 237,알뜰주유소,1489,Y,원우주유소,남양주시
229,경기 남양주시 경춘로 928 (금곡동),GS칼텍스,1495,Y,중앙셀프주유소,남양주시
230,경기 남양주시 경춘로 1071 (금곡동),현대오일뱅크,1495,Y,평내셀프주유소,남양주시
231,경기 남양주시 와부읍 덕소로 24,GS칼텍스,1495,Y,㈜지에스이앤알직영 덕소주유소,남양주시
232,경기 남양주시 홍유릉로 336,현대오일뱅크,1495,Y,하나주유소,남양주시
233,경기 남양주시  경춘로 807,S-OIL,1495,N,대선주유소,남양주시
234,경기 남양주시 북부간선로 229 (일패동),SK에너지,1498,N,우남주유소,남양주시
235,경기 남양주시 경강로 111 (일패동),SK에너지,1498,Y,(주)동안에너지 왕자궁주유소,남양주시
236,경기 남양주시 경춘로 374 (도농동),SK에너지,1498,Y,(주)삼호에너지 도농주유소,남양주시
237,경기도 남양주시 와부읍 경강로 881,SK에너지,1498,N,KH에너지(주)직영 덕소주유소,남양주시
238,경기 남양주시 오남읍 진건오남로 645,SK에너지,1499,Y,오남셀프주유소,남양주시
239,경기 남양주시 북부간선로 214 (지금동),SK에너지,1503,Y,(주)동안에너지 다산주유소,남양주시
240,경기 남양주시 진접읍 금강로 1291,알뜰주유소,1505,Y,(주)보성셀프주유소,남양주시
241,경기 남양주시 경강로 351 (삼패동),현대오일뱅크,1505,N,(주)대박에너지,남양주시
242,경기 남양주시 다산지금로 39 (다산동),S-OIL,1508,Y,다산신도시주유소,남양주시
243,경기 남양주시 진관로 64 (다산동),S-OIL,1508,Y,다산주유소,남양주시
244,경기 남양주시 경춘로 1048(금곡동),SK에너지,1514,N,(주)구산에너지 시청앞주유소,남양주시
245,경기 남양주시 진접읍 양진로 929,현대오일뱅크,1515,Y,(주)동아석유진접지점,남양주시
246,경기 남양주 진건읍 양진로 329,SK에너지,1515,N,사능역주유소,남양주
247,경기 남양주시 진건읍 양진로 556,GS칼텍스,1515,Y,(주)남건이앤에스 한영주유소,남양주시
248,경기 남양주시 진접읍 금강로 1897 (진접읍),SK에너지,1515,Y,예멋Self주유소,남양주시
249,경기 남양주시 진접읍 금강로 1589,SK에너지,1515,Y,도우주유소,남양주시
250,경기 남양주시 진건읍 사릉로 225,SK에너지,1515,N,사능주유소,남양주시
251,경기 남양주시 진접읍 사릉로 791,SK에너지,1515,N,(주)장군골드웨이주유소,남양주시
252,경기 남양주시 진접읍 해밀예당1로 14,NH-OIL,1515,Y,진접농협주유소,남양주시
253,경기 남양주시 늘을1로 59 (호평동),S-OIL,1515,Y,씨앤에스유통(주)호평IC주유소,남양주시
254,경기 남양주시 늘을1로 161 (호평동),SK에너지,1515,Y,호평첨단주유소,남양주시
255,경기 남양주시 진접읍 금강로 1842,S-OIL,1518,Y,풍천주유소,남양주시
256,경기 남양주시 진건읍 진건오남로 405-10,GS칼텍스,1519,Y,지에스칼텍스(주)송능주유소,남양주시
257,경기 남양주시 화도읍 경춘로 1712,SK에너지,1523,Y,장수화도셀프주유소,남양주시
258,경기 남양주시 사릉로 56,GS칼텍스,1525,Y,지에스(GS)금곡역주유소,남양주시
259,경기 남양주시 진접읍 금강로 1667,GS칼텍스,1525,N,대림에너지주유소,남양주시
260,경기 남양주시 진건읍 진건오남로 250,SK에너지,1525,N,주영주유소,남양주시
261,경기 남양주시 진접읍 양진로 923,SK에너지,1525,Y,(주)태진에너지내각훼미리,남양주시
262,경기 남양주시 늘을1로 137 (호평동),현대오일뱅크,1527,Y,현대오일뱅크㈜직영 호평셀프주유소,남양주시
263,경기 남양주시 경춘로 689 (일패동),현대오일뱅크,1528,N,삼거리주유소,남양주시
264,경기 남양주시 화도읍 묵현로 191,GS칼텍스,1529,Y,지에스칼텍스(주)송라주유소,남양주시
265,경기 남양주시 가운로 139,SK에너지,1529,Y,금산주유소,남양주시
266,경기 남양주시 진접읍 장현로 39,GS칼텍스,1529,Y,동아주유소(self),남양주시
267,경기 남양주시 경춘로 754 (일패동),SK에너지,1529,N,(주)뉴욕에너지주유소,남양주시
268,경기도 남양주시 비룡로 939,SK에너지,1533,N,태양주유소,남양주시
269,경기 남양주시 화도읍 북한강로 1438,SK에너지,1534,N,시애틀주유소,남양주시
270,경기 남양주시 진접읍 금강로 890,SK에너지,1534,N,장수주유소,남양주시
271,경기 남양주시 진건읍 금강로 683,현대오일뱅크,1535,Y,임건제일주유소,남양주시
272,경기 남양주시 진접읍 장현로 130,S-OIL,1535,N,남양주유소,남양주시
273,경기 남양주시 경강로 318 (삼패동),GS칼텍스,1535,N,가나주유소,남양주시
274,경기 남양주시 화도읍 경춘로 1661,현대오일뱅크,1535,N,천마산주유소,남양주시
